sn2001061828|Capital neighbors|Albany NY
np00090001|Cardinal courier|Rochester NY
np00010003|Cardinal Points|Plattsburgh NY
np00020001|Catholic Courier and Journal|Rochester NY
np00020003|The Catholic Courier Journal|Rochester NY
np00020002|The Catholic Courier|Rochester NY
np00020006|Catholic Courier|Rochester NY
np00020005|The Catholic Journal|Rochester NY
sn83031247|Catskill Mountain news|Margaretville NY
sn84031829|Catskill recorder and Democrat and Democratic herald|Catskill NY 
sn91066686|Catskill recorder, and Greene County Republican|Catskill NY 
sn83031455|Catskill recorder|Catskill NY
sn83031456|The Catskill recorder|Catskill NY
sn83031545|The Catskill recorder|Catskill NY
sn85042160|Cattaraugus Republican|Ellicottville NY
sn85054110|Cattaraugus Republican|Little Valley NY
sn92062100|Cattaraugus times|Cattaraugus NY
sn83030977|The Cattaraugus union|Ellicottville NY
sn83031502|Cazenovia Republican|Cazenovia NY
sn2001062035|Chappaqua journal|Chappaqua NY
sn2001062038|Chappaqua sun|Mt. Kisco NY
sn84035853|The Chateaugay journal|Chateaugay NY
sn87070301|Chateaugay record and Franklin County Democrat|Chateaugay NY
sn84035846|Chateaugay record|Chateaugay NY
sn83031284|Chatham courier|Chatham Four Corners NY
sn89071126|The Chatham courier|Chatham NY
sn89071123|The Chatham Republican|Chatham NY
sn89071125|Chatham semi-weekly courier|Chatham NY
sn83031218|The Chenango American|Greene NY
sn83031480|Chenango Republican, or, Oxford gazette and peoples advocate|Oxford NY
sn83031359|Chenango telegraph|Norwich NY
sn83031269|Cherry Valley gazette|Cherry Valley NY
sn85026235|The Cherry Valley gazette|Cherry Valley NY
sn85026237|Cherry Valley gazette|Cherry Valley NY
sn83031271|Cherry-Valley gazette|Cherry Valley NY
sn84031443|Chronicle-express|Penn Yan NY
sn83031256|The chronicle|Mount Vernon NY
sn2001061897|The City Island drift|City Island NY
np00170002|The Clarion|Troy NY
np00010001|Clarkson Integrator|Potsdam NY
sn94057779|The Clayton free press|Clayton NY
sn83031471|Clayton independent|Clayton NY
sn94057780|Clayton news|Clayton NY
sn88074677|Clifton Springs review|Clifton Springs NY
np00190004|CO-NO press|Cortland NY
sn83031265|The Cobleskill index|Cobleskill NY
sn83031270|The Coeymans herald|Coeymans NY
sn84031832|Cohoes advertiser|Cohoes NY
sn84031577|The Cohoes Republican|Cohoes NY
np00280002|The Colonial news|Endicott NY
sn89071100|The Columbia Republican|Hudson NY
sn84027449|The Columbia Washingtonian|Hudson NY
sn83030233|Commercial advertiser|NY 
sn83030435|Commercial advertiser|NY 
sn85054395|Commercial advertiser|Potsdam Junction NY
sn87070274|The commercial advertiser|Sandy Hill NY
sn87070282|The Commonweal|Greenwich NY
sn96027707|The Concordiensis|Schenectady NY
sn85035503|Cooperstown Federalist|Cooperstown 
sn96003358|Cooperstown independent|Cooperstown NY
sn83031606|The corrector|Sag-Harbor NY
sn89071059|The corrector|Auburn NY
sn91066328|Cortland standard and weekly journal|Cortland NY
sn91066329|Cortland standard|Cortland NY
sn85026247|The countryman|Lyons NY
sn84035791|The County review|Riverhead NY
sn83031769|Courier and freeman|Potsdam NY
sn88074337|Courier express|Buffalo NY
sn88074234|The courier-gazette|Newark NY
np00020004|Courier-Journal|Rochester NY
sn84035939|Courier-journal|Palmyra NY
sn90066318|The Coxsackie union|Coxsackie NY
sn84031653|Coxsackie weekly union|Coxsackie NY
sn92062154|Creeker|Silver Creek NY
sn84031348|Cuba daily news|Cuba NY
sn84031386|Cuba evening review|Cuba NY
sn85054091|The Cuba patriot and free press|Cuba NY
sn90066078|The Cuba patriot and free press|Cuba NY
sn84031258|The Cuba patriot|Cuba NY
sn90066077|The Cuba patriot|Cuba NY
sn85054090|The Cuba true patriot|Cuba NY
sn90066578|The daily bulletin|Endicott NY
sn85054112|The daily journal|Ogdensburgh NY
sn95071016|The daily journal|Buffalo NY
sn88074616|The daily leader|Gloversville NY
sn84031182|Daily morning news|Batavia NY
sn83030756|The daily news|Batavia NY
sn94057774|Daily on the St. Lawrence|Clayton NY
sn84031480|The daily palladium|Oswego NY
sn2001062090|The daily press|White Plains NY
sn95071431|The daily review|Freeport NY
sn83031649|The Daily Saratogian|Saratoga Springs NY
sn84035835|Daily sentinel|Ogdensburgh NY
sn94057587|The daily sun|Lockport NY
sn98067503|Dans Papers - The East Hampton summer sun|Easthampton NY
sn96083592|Dans Papers - The Hampton exchange|Bridgehampton NY
sn88074877|Dans Papers - The Montauk pioneer|Montauk NY
sn98067502|Dans Papers - Southampton summer day|Southampton NY
sn83030942|The Dansville advertiser|Dansville NY
sn89071025|The Dansville advertiser|Dansville NY
sn85042493|Dansville breeze|Dansville NY
sn89071026|The Dansville express and advertiser|Dansville NY
sn83030923|The Dansville express|Dansville NY
sn83030902|Dansville herald|Dansville NY
sn89071024|Dansville weekly herald|Dansville NY
sn83030838|Delaware gazette|Delhi NY
sn87070419|The Democrat|Hoosick Falls NY
sn92061811|The Democrat|Olean NY
sn94057708|The Democratic eagle|Cape Vincent NY
sn84031175|Deutscher Wochenspiegel|Rochester NY
np00190003|The Dragon chronicle|Cortland NY
sn86032496|Dundee observer|Dundee NY
sn83031030|Dundee record|Dundee NY
sn93063775|Dunkirk evening observer|Dunkirk NY
sn93063955|The Dunkirk observer-journal|Dunkirk NY
sn83045091|Dziennik Dla Wszystkich = Polish Everybodys Daily|Buffalo NY
sn90066439|The Eagle-bulletin and DeWitt times|Fayetteville NY
sn88075723|The Eagle-bulletin, DeWitt news-times|Fayetteville NY
sn84031467|The eagle-bulletin|Fayetteville NY
sn88075724|Eagle-bulletin|Fayetteville NY
sn83008745|East Rockaway Lynbrook observer|East Rockaway NY
sn83031950|Eastern state journal|White Plains NY
sn83030960|The East Hampton Star|East Hampton NY
sn89071231|The echo|Rush NY
sn92061912|The Elizabethtown post and gazette|Elizabethtown NY
sn83030973|The Elizabethtown post|Elizabethtown NY
sn92061913|The Elizabethtown post|Elizabethtown NY
sn92061660|Ellicottville news|Ellicottville NY
sn92062048|The Ellicottville post|Ellicottville NY
sn92062072|Ellicottville post|Ellicottville NY
sn90066597|Elmira advertiser|Elmira NY
np00270002|Elmira College Weekly|Elmira NY
sn83030951|Elmira daily advertiser|Elmira NY
sn90066588|Elmira daily bazoo|Elmira NY
sn83030949|The Elmira gazette|Elmira NY
sn85054488|Elmira morning telegram|Elmira NY
sn88074052|The Elmira Republican|Elmira NY
sn84031253|The Elmira tidings|Elmira NY
sn85054482|Elmira weekly advertiser and Chemung County Republican|Elmira NY
sn83030966|Elmira weekly advertiser|Elmira NY
sn83030953|Elmira weekly gazette|Elmira NY
np00310001|The Emerald Press|Hamilton NY
sn84031049|Endicott bulletin|Endicott NY
sn90066577|Endicott daily bulletin|Endicott NY
sn89071103|The Endicott times|Endicott NY
sn84031265|The Enterprise|Altamont NY
np00030003|Entricy Herald|Sanborn NY
sn84031741|Essex County Republican|Keeseville NY
sn83030936|Evening courier and republic|Buffalo NY
sn83031647|The evening gazette|Port Jervis NY
sn84031812|The evening journal|Jamestown NY
sn93063822|The evening news|Oneonta NY
sn87070026|The evening observer|Dunkirk NY
sn93063953|Evening observer|Dunkirk NY
sn83030384|The evening post|New York NY
sn83030390|Evening post|New York NY 
sn85042132|The evening republic|Buffalo NY
sn83030193|The evening world|New York NY
sn83031115|The expositor|Geneva NY
np00230001|The Factory times|Utica NY
sn93063605|Facts and fallacies|Brushton NY
sn93063603|Facts and fallacies and Brushtonian|Brushton NY
sn93063604|Facts and fallacies|Brushton NY
sn88074724|Fairport herald-mail|Fairport NY
sn85026408|The Fairport herald|Fairport NY
sn88074714|Fairport-Perinton herald-mail|Fairport NY
sn95071030|The Farmingdale observer|Farmingdale NY
sn84031466|Fayetteville bulletin|Fayetteville NY
sn90066436|Fayetteville luminary, and Reformed Methodist intelligencer|Fayetteville NY
sn84031130|The Fayetteville recorder|Fayetteville NY
sn88075727|Fort Covington sun|Fort Covington NY
sn87070303|The Fort Edward advertiser|Fort Edward NY
sn84031837|The Fort Edward ledger|Fort Edward NY
sn83031574|Franklin Gazette|Fort Covington NY
sn87070126|Franklin visitor|Franklin NY
sn83030656|Free press|Auburn NY
sn83031680|Freedoms sentinel|Schenectady NY
sn83031660|The freemans banner|Schenectady NY
sn91066400|The Freemans journal and the Oneonta press|Cooperstown NY
np00120001|The Freemans journal|Cooperstown NY
sn83031222|The freemans journal|Cooperstown NY
sn83031249|The freemans journal|Cooperstown NY
sn95071065|The Freeport Baldwin Leader|Freeport NY
sn95071012|The Freeport news|Freeport, Long Island NY
sn83031565|Frontier palladium|Malone NY
sn94057707|Frontier patriot|Cape Vincent NY
sn88074036|Frontier sentinel|Ogdensburgh NY
sn83031298|Fulton County Democrat|Johnstown NY 
sn85026711|Fulton County Republican|Johnstown NY
sn88074736|Fulton County Republican|Johnstown NY
sn88074584|The Fulton patriot|Fulton NY
np00140001|Gananda Times|Walworth NY
sn95071013|The Garden City news|Garden City NY
sn84031125|Gates-Chili news|Rochester NY
sn84031150|The Gates-Chili press|Rochester NY
sn84031120|Gates-Chilis shopping dollar news|Rochester NY
sn84031019|The Gazette and farmers journal|Baldwinsville NY
sn83045207|La Gazzetta di Syracuse|Syracuse NY
np00080002|Geneseo lamron|Geneseo NY
sn84031547|Geneva advertiser-gazette|Geneva NY
sn84031294|Geneva advertiser|Geneva NY
sn84031546|Geneva advertiser|Geneva NY
sn83031163|Geneva courier|Geneva NY
sn83031108|Geneva daily gazette|Geneva NY
sn84035773|Geneva daily times|Geneva NY
sn88074668|Geneva daily times|Geneva NY
sn84035849|The Geneva gazette, and general advertiser|Geneva NY
sn83031114|The Geneva gazette, and mercantile advertiser|Geneva NY
sn83031109|The Geneva gazette|Geneva NY
sn83031120|The Geneva gazette|Geneva NY
sn84031213|Geneva palladium|Geneva NY
sn84031659|The Gilboa monitor|Gilboa NY
sn83031133|Glens Falls messenger|Glens Falls NY
sn83031145|The Glens Falls Republican|Glens Falls NY
sn84031318|The Glens Falls times and messenger|Glens Falls NY
sn84031319|The Glens Falls times|Glens Falls NY
sn87070017|The Gloversville daily leader|Gloversville NY
sn84031293|Gouverneur free press|Gouverneur NY
sn84031341|The Gouverneur herald, and the Gouverneur times|Gouverneur NY
sn84031346|Gouverneur herald-times|Gouverneur NY
sn83031307|The Gouverneur herald|Gouverneur NY
sn83031306|Gouverneur times|Gouverneur NY
sn92061434|Gouverneur tribune-press|Gouverneur NY
sn93063670|The Gouverneur tribune-press|Gouverneur NY
sn95071099|Grand Island news|Grand Island NY
sn88074490|The Granville sentinel|Granville NY
sn88074086|Greater Greece press|Rochester NY
sn88074413|The Greece post|Pittsford NY
sn88074414|The Greece press|Greece NY
sn83031457|Greene County Republican|Catskill NY
sn84031458|The Greenwich journal and Fort Edward advertiser|Greenwich NY
2003245007|The Greenwich journal and Salem press|Greenwich NY
sn84031460|The Greenwich journal and Salem press|Greenwich NY
sn84031457|The Greenwich journal|Greenwich NY
np00030005|The Griffin|Buffalo NY
sn84031698|Hamilton County press|Hope NY
sn87070338|Hamilton County record|Wells NY
sn84035822|Hammond advertiser|Hammond NY
sn89071397|Hanover gazette|Silver Creek NY
sn91066276|Hartwick review and visitor|Hartwick NY
sn83031479|Havana journal|Havana NY
sn95071208|The Helm independent review|Lynbrook NY
sn95071206|The helm|Lynbrook NY
sn91066387|Herald and Democrat|Oneonta NY
sn83030531|The Herald of progress|New York NY  
sn88074713|Herald-mail|Fairport NY
np00050001|The herald|Geneva NY
sn84031815|The herald|Hudson Falls NY
sn92061597|Herkimer County American|Herkimer NY
sn83031097|Herkimer County Democrat|Frankfort NY
sn92061596|Herkimer County Democrat|Herkimer NY
sn83031101|The Herkimer Democrat and Little Falls gazette|Herkimer NY
sn83031098|Herkimer Democrat|Herkimer NY
sn83031099|Herkimer Democrat|Herkimer NY
sn92061595|Herkimer Democrat|Herkimer NY
np00010002|Hill News|Canton NY
np00190001|The Hilltop press|Cortland NY
sn88074080|The Hilton record|Hilton NY
np00050002|Hobart herald|Geneva NY
sn91066802|Hobart independent|Hobart NY
sn87070044|The Honeoye Falls times|Honeoye Falls NY
sn88074248|Honeoye Falls weekly times|Honeoye Falls NY
sn88074472|Honeoye Falls weekly times|Honeoye Falls 
sn87070420|The Hoosick Falls press|Hoosick Falls NY
sn87070423|Hoosick Falls standard press|Hoosick Falls NY
sn88074373|Hudson Valley times|Stillwater NY
sn85035505|The impartial observer|Cooperstown NY
sn92061887|Independent advertiser|Nyack NY
np00110001|The Independent|New York NY
sn87008345|Indian time|Rooseveltown NY
sn92060585|The Industrial School advocate, and soldiers aid|Rochester NY
sn83030537|The Irish world and American industrial liberator|New York NY 
sn87000201|Island dispatch|Grand Island NY
sn95071007|Islip Bulletin|Brentwood NY
sn2001062037|The Item|Chappaqua NY
sn83031157|Ithaca daily journal|Ithaca NY
sn83031162|Ithaca journal and general advertiser|Ithaca NY
sn84031814|Ithaca journal and advertiser|Ithaca NY
sn86081743|Ithaca journal, literary gazette, and general advertiser|Ithaca NY
sn83031155|The Ithaca journal|Ithaca NY
sn83031159|Ithaca journal|Ithaca NY
sn90066543|Ithaca weekly journal|Ithaca NY
sn85026967|Jamaica farmer|Jamaica NY
sn83031314|Jamestown daily journal|Jamestown NY
sn84031578|Jamestown evening journal|Jamestown NY
sn83031315|Jamestown journal|Jamestown NY
np00010005|Jefferson Chronicle|Watertown NY
np00010006|Jefferson Community News|Watertown NY
sn89071121|Johnson City-Endicott record|Johnson City NY
sn85042216|The Johnstown daily Republican|Johnstown NY
sn93063681|The Journal and Republican and Lowville times|Lowville NY
sn83031789|The journal and Republican|Lowville NY
sn93063682|The journal and Republican|Lowville NY
sn84031479|The journal-news|Nyack NY
2013245013|The Journal-press|Greenwich NY
sn84031461|The Journal-press|Greenwich NY
sn93063954|The journal-register|Medina NY
sn98067642|The journal-register|Medina NY
sn84031170|The journal|Ogdensburg NY
sn95071077|The journal|Lackawanna NY
sn84031707|Katonah record|Katonah NY
sn2002061593|The Katonah times|Katonah NY
sn84035781|Kinderhook herald|Kinderhook NY
sn85026719|Kingston daily chronicle|Kingston NY
sn83031208|The Kingston journal and weekly freeman|Kingston NY
sn90066334|The Kingston weekly freeman and journal|Kingston NY
sn84031264|Knowersville enterprise|Knowersville NY
sn95071107|Lackawanna herald|Lackawanna NY
sn94057965|Lackawanna leader|Lackawanna NY
sn95071106|The Lackawanna news|Lackawanna NY
sn94057961|Lackawanna press|Lackawanna NY
sn94057960|Lackawannas steel city press|Lackawanna NY
sn84031857|Lake George mirror|Lake George NY
sn86033359|The Lake Placid news|Lake Placid NY
sn93063740|Lake shore news and times|Silver Creek NY
sn86053181|The lake shore news|Wolcott NY
sn93063936|Lake shore observer|Dunkirk NY
np00080001|The lamron|Geneseo NY
np00080003|Lamron|Geneseo NY
np00080004|Lamron|Geneseo NY
np00080005|Lamron|Geneseo NY
sn84031843|The Lansingburgh courier|Lansingburgh NY
sn84031751|Lansingburgh Democrat and Rensselaer County gazette|Lansingburgh NY
sn83031587|Lansingburgh Democrat|Lansingburgh NY
sn83031524|Lansingburgh gazette|Lansingburgh 
sn83031586|Lansingburgh gazette|Lansingburgh 
sn87070138|Lansingburgh state gazette|Lansingburgh NY
sn84031845|Lansingburgh weekly chronicle|Lansingburgh NY
sn95071064|The leader|Freeport NY
sn89071122|Lestershire-Endicott record|Lestershire NY
sn87070314|Levana gazette ; or, Onondaga advertiser|Scipio NY
sn83031791|The Lewis County banner|Lowville NY
sn83031645|Lewis County Democrat|Lowville NY
sn92062047|The Little Valley hub|Little Valley NY
sn83031327|Livingston Republican|Geneseo NY
sn83030892|The Livingston sentinel|Dansville NY
sn85026747|The Livonia gazette|Livonia NY
sn83031712|Local record|Youngsville NY
sn83031429|Lockport balance|Lockport NY
sn83031391|Lockport daily journal and courier|Lockport NY
sn83031390|Lockport daily journal|Lockport NY
sn94057927|Lockport daily journal|Lockport NY
sn94057588|Lockport daily sun|Lockport NY
sn94057926|The Lockport journal|Lockport NY
sn94057928|Lockport journal|Lockport NY
sn95071025|The Long Island advance|Patchogue NY
sn83031394|Long Island farmer, and Queens County advertiser|Jamaica NY 
sn83031392|Long Island farmer|Jamaica NY
sn83031393|The Long Island farmer|Jamaica NY
sn87070021|The Long Island farmer|Jamaica NY
sn95071112|Long Island graphic and Roosevelt press|Freeport NY
sn95071111|Long Island graphic|Freeport NY
sn95071091|The Long Island kernel|Freeport NY
sn95071443|The Long Island news and the owl|Rockville Centre NY
sn84031433|The Long Island traveler, Mattituck watchman|Southold NY
sn96083590|The Long Island traveler-watchman|Southold, Long Island NY
sn84031476|The Long Island traveler|Cutchogue NY
sn83031119|The Long-Islander|Huntington NY
sn84031842|The Lowville herald and Lewis County Democrat|Lowville NY
sn93063683|Lowville leader and Lyons-Leyden ledger|Lowville NY
sn92061742|The Lowville leader|Lowville NY
sn83031519|The Lowville times and Lewis County independent|Lowville NY
sn84035821|The Lowville times|Lowville NY
sn88074226|The Lyons countryman, and anti-Masonic recorder|Lyons NY
sn85026248|The Lyons countryman|Lyons NY
sn88074711|Lyons Republican|Lyons NY
np00140002|Macedon-Walworth Gananda Times|Walworth NY
sn84031834|Madison County Whig|Cazenovia NY
sn89071374|The Madrid herald|Madrid NY
sn84031968|The Malone farmer|Malone NY
sn83031566|The Malone palladium|Malone NY
sn94023095|Man|New York NY  
sn95071148|Manhasset mail|Manhasset NY
sn95071155|Manhasset press|Manhasset NY
sn88074107|The Marion enterprise|Marion NY
sn84031311|The Massena observer|Massena NY
sn93063612|The Massena press and Norfolk times|Massena NY
sn84024329|McGrawville express|McGrawville NY
sn91066308|The McGrawville sentinel|McGrawville NY
sn88074202|The Mechanicville era|Mechanicville NY
sn84031870|The Mechanicville Mercury|Mechanicville NY
sn88074132|Mechanicville Saturday Mercury|Mechanicville NY
sn84031856|The Mechanicville star|Mechanicville NY
sn85054394|The Mechanicville times|Mechanicville NY
sn91066521|The Medina daily journal and Medina register|Medina NY
sn94057567|The Medina Daily Journal|Medina NY
sn88074109|The Medina Register|Medina NY
sn83031556|The Medina tribune|Medina NY
sn89071242|The Mendon-Honeoye Falls-Lima sentinel|Honeoye Falls NY
sn95071193|Merrick life|Merrick NY
sn84031538|The messenger|Baldwinsville NY
sn83031557|The Mexico independent and deaf-mutes journal|Mexico NY
sn83031559|Mexico independent|Mexico NY
sn85026818|Mexico independent|Mexico NY
sn94061043|Mid-island herald|Hicksville NY
sn95071326|The Mid-island mail|Medford NY
sn90066008|Milford tidings|Milford NY
sn92061458|Millbrook round table|Millbrook NY
sn83031681|Mohawk sentinel|Schenectady NY
sn83031044|Mohawk Valley register|Fort Plain 
sn88074547|Monroe County mail|Fairport NY
sn83030919|Morning express|Buffalo NY
sn85042251|Morning star|Mechanicville NY
sn85026436|The Morris chronicle|Morris NY
sn88074475|The Naples news|Naples NY
sn88074076|Naples record|Naples NY
sn95071433|Nassau County review|Freeport NY
sn95071429|Nassau daily review and Nassau star|Freeport NY
sn95071428|The Nassau daily review|Freeport NY
sn95071434|The Nassau post|Freeport NY
sn84031875|National anti-slavery standard|New York NY 
sn88074479|Neapolitan record|Naples NY
sn88074473|The Neapolitan|Naples NY
sn85026819|The New Berlin gazette|New Berlin NY
sn2001062047|New Castle news|Chappaqua NY
sn92061718|New Castle tribune|Chappaqua NY
sn88074085|The New Greece press|Greece NY
sn86033367|The New Paltz independent and times|New-Paltz NY
sn83031339|New Paltz times|New Paltz NY
sn85026837|The New Rochelle pioneer|New Rochelle NY
sn83030386|New York evening post|New York NY
np00290001|The New York farmer|Cooperstown NY
sn83031930|The New York reformer|Watertown NY
sn83031340|New-Paltz independent|New-Paltz NY
sn83030231|New-York commercial advertiser|New-York NY
sn83030385|New-York evening post|New York NY
sn84024358|The New-York gazette|New-York NY
sn83030279|New-York semi-weekly tribune|New-York NY 
sn88074531|Newark courier-gazette, the Marion enterprise, Clifton Springs press|Newark NY
sn88074232|The Newark courier-gazette, the Marion enterprise|Newark NY
sn88074233|Newark courier-gazette|Newark NY
sn85026906|The Newark courier|Newark NY
sn88074364|The Newark gazette|Newark NY
sn88074362|The Newark Liberal campaign union|Newark NY
sn88074506|Newark union-gazette, the Marion enterprise|Newark NY
sn85026908|Newark union|Newark NY
sn88074501|The Newark-union gazette|Newark NY
sn83031562|The News gatherer|Macedon NY
sn84031973|News-dispatch|Union NY
sn84031163|The news-herald|Coeymans NY
sn94057653|Niagara County News|Youngstown NY
sn83031430|The Niagara Democrat and Lockport balance|Lockport NY
sn83031432|The Niagara Democrat|Lockport NY
sn85042241|The Niagara Democrat|Lockport NY
sn83031373|Niagara Falls gazette|Niagara Falls NY
sn94057924|Niagara Falls gazette|Niagara Falls NY
sn94057952|Niagara Falls gazette|Niagara Falls NY
sn94057632|The Niagara sun|Lockport NY
np00010004|North Country Catholic|Ogdensburg NY
sn84031178|The North countryman|Rouses Point NY
sn87070281|North Creek enterprise|North Creek NY
sn85009634|The North Creek news enterprise|North Creek NY
sn83031611|The North River times|Haverstraw NY
sn2001062048|The North Westchester times ; New Castle tribune|Mt. Kisco NY
sn94057536|The North Westchester times|Katonah NY
sn83032000|The northern budget|Lansingburgh NY
sn92061419|Northern Democrat|Pulaski NY
sn84024296|Northern journal|Lowville NY
sn84031300|Northern light|Ogdensburgh NY
sn86053169|Northern New York journal|Watertown NY
sn94057740|Northern New York semi-weekly journal|Watertown NY
sn94057737|Northern New York weekly journal|Watertown NY
sn93063613|The Northern observer|Massena NY
sn85054388|Northern state journal|Watertown NY
sn87070441|Northern tribune and Gouverneur herald-times|Gouverneur NY
sn87070442|Northern tribune|Gouverneur NY
sn87070443|The Northern tribune|Gouverneur NY
sn83021032|Northern Whig|Hudson NY
sn84031180|Northport journal|Northport NY
sn84031195|Northport observer|Northport NY
sn83031361|The Norwich journal|Norwich NY
sn88075693|Norwood news|Norwood NY
np00010010|NYSSA-News|Canton NY
sn00063146|The observer|Dundee NY
sn84031205|The observer|Northport, Huntington TWP. NY
sn95071028|The observer|Massapequa Park NY
np00270003|The Octagon, Elmira NY
np00130003|The Official student publication of the University of Buffalo, Buffalo NY
sn83031423|The Ogdensburg advance and St. Lawrence weekly Democrat|Ogdensburg NY
sn89071108|Ogdensburg advance-news|Ogdensburg NY
sn89071107|The Ogdensburg advance. St. Lawrence Sunday Democrat|Ogdensburg NY
sn84031165|Ogdensburg journal|Ogdensburg NY
sn85054113|The Ogdensburg journal|Ogdensburg NY
sn85026901|The Ogdensburgh sentinel|Ogdensburgh NY
np00030002|Old Weird Herald|Sanborn NY
sn92061797|Olean daily herald|Olean NY
sn92061812|The Olean Democrat|Olean NY
sn89077026|Olean herald|Olean NY
np00110003|The olive branch|Utica NY
sn87070153|On the St. Lawrence and Clayton independent|Clayton NY
sn94057711|On the St. Lawrence|Carthage NY
sn83031398|The Oneida dispatch|Oneida NY
sn83031403|Oneida sachem|Oneida NY
sn84031876|Oneida telegraph|Oneida NY
sn85038687|Oneida weekly dispatch|Oneida NY
sn83031856|Oneida Whig|Utica NY
sn85026889|Oneonta herald and Democrat|Oneonta NY
sn83031383|Oneonta herald|Oneonta NY
sn91066711|The Oneonta herald|Oneonta NY
sn83030759|Onondaga gazette|Baldwinsville NY
sn84031436|Onondaga independent|Fayetteville NY
sn83031898|Onondaga register and Syracuse gazette|Syracuse NY
sn83031672|Onondaga register|Hollow NY
sn85026150|Ontario repository and freeman|Canandaigua NY
sn83031197|Ontario repository|Canandaigua NY
sn83031529|Ontario repository|Canandaigua NY
sn85054117|Orleans Republican|Albion NY
sn83031421|The Oswego daily palladium|Oswego 
sn93063567|The Oswego daily palladium|Oswego NY
sn83031485|The Oswego palladium and Republican chronicle|Oswego NY
sn83031484|Oswego palladium|Oswego NY
sn83031486|The Oswego palladium|Oswego NY
